Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Projects_Score,Participation_Score,Total_Score,Study_Hours_per_Week,Sleep_Hours_per_Night,Stress_Level (1-10),class
0.963192639,0.259043174,0.507086877,0.584516903,0.377275455,0.0654,0.877,0.325222805,0.404,0.26,0.777777778,0
0.707141428,0.901816969,0.502084376,0.053810762,0.462692539,0.9084,0.683,0.636116387,0.428,0,0.888888889,1
0.079615923,0.429404901,0.610471903,0.890178036,0.164232847,0.6678,0.325,0.56316659,0.72,0.96,0.333333333,1
0.401880376,0.814302384,0.186093047,0.305661132,0.392278456,0.6176,0.871,0.469548995,0.236,0.52,1,0
0.646529306,0.38889815,0.655827914,0.137827566,0.726945389,0.9264,0.598,0.624551861,0.7,0.08,0.666666667,1
0.350670134,0.851141857,0.456728364,0.088017604,0.217443489,0.9936,0.849,0.63617258,1,0.1,0.888888889,1
0.273254651,0.636772795,0.620310155,0.720544109,0.182036407,0.1634,0.469,0.427954911,0.864,0.44,0.666666667,0
0.577315463,0.141023504,0.23961981,0.704140828,0.376475295,0.749,0.501,0.419514717,0.636,0.7,0,0
0.933586717,0.649774962,0.434383859,0.700340068,0.818763753,0.58,0.291,0.556524573,0.94,0.4,0.555555556,1
0.034806961,0.191365228,0.210105053,0.915983197,0.623724745,0.461,0.388,0.373436429,0.992,0.82,0.111111111,0
0.769153831,0.412068678,0.875604469,0.349069814,0.957791558,0.9776,0.568,0.778734308,0.572,0.32,0.666666667,1
0.722744549,0.170361727,0.488077372,0.561312262,0.904780956,0.8502,0.947,0.628710145,0.272,0.04,0.888888889,1
0.963992799,0.022003667,0.224945806,0.619523905,0.151230246,0.6968,0.6,0.344452062,0.916,0,0.666666667,0
0.930786157,0.211868645,0.04102051,0.979595919,0.042608522,0.3826,0.147,0.212510817,0.844,0.86,0.777777778,0
0.76215243,0.536422737,0.675837919,0.312462492,0.399079816,0.666,0.007,0.499511121,0.084,0.98,0.111111111,0
0.520304061,0.481580263,0.214607304,0.956591318,0.522104421,0.5316,0.851,0.504916891,0.936,0.14,1,1
0.204040808,0.501583597,0.989828247,0.148829766,0.515703141,0.2494,0.364,0.48346239,0.368,0.06,0.444444444,0
0.545109022,0.247707951,0.533766883,0.764152831,0.134226845,0.4504,0.315,0.401532946,0.324,0.92,1,0
0.765353071,0.68528088,0.288977822,0.632926585,0.124824965,0.2122,0.801,0.358680138,0.344,0.1,0,0
0.895579116,0.704450742,0.657828914,0.816963393,0.046809362,0.5004,0.945,0.62246148,0.32,0.22,0.222222222,1
0.789757952,0.358059677,0.275137569,0.028605721,0.850970194,0.7202,0.748,0.432888659,0.516,0.8,0,0
0.195039008,0.881313552,0.820576955,0.078215643,0.947989598,0.0366,0.174,0.446802054,0.58,1,0.111111111,0
0.599519904,0.644107351,0.308154077,0.069613923,0.115623125,0.7654,0.391,0.401274458,0.424,0.48,0.333333333,0
0.332066413,0.713118853,0.988494247,0.593118624,0.213242649,0.02,0.759,0.533743917,0.412,0.22,0.555555556,1
0.0090018,0.277379563,0.605302651,0.603120624,0.089817964,0.5172,0.907,0.488564718,0.736,0.84,0,0
0.200040008,0.000666778,0.844588961,0.906381276,0.877775555,0.5734,0.999,0.682172198,0.004,0.4,0.888888889,1
0.113022605,0.86547758,0.072703018,0.467693539,0.958991798,0.7612,0.512,0.540745569,0.948,0.28,0,1
0.842768554,0.822637106,0.348340837,0.068013603,0.26185237,0.761,0.823,0.514155025,0.716,0.5,0.777777778,1
0.25845169,0.123187198,0.737702184,0.209641928,0.303660732,0.4174,0.047,0.329403567,0.708,0.86,0,0
0.284456891,0.374229038,0.655160914,0.0080016,0.362672535,0.0664,0.286,0.233527012,0.42,0.24,0,0
0.959991998,0.661443574,0.194097049,0.776955391,0.5025005,0.6936,0.372,0.502691646,0.964,0.42,0.777777778,1
0.378875775,0.652275379,0.356178089,0.815763153,0.682536507,0.511,0.976,0.588543364,0,0.44,0.111111111,1
0.00940188,0.860476746,0.263465066,0.99819964,0.5045009,0.333,0.003,0.4407894,0.076,0.84,0,0
0.283656731,0.140356726,0.613473403,0.412282456,0.951190238,0.2348,0.308,0.365693029,0.804,0.68,0.666666667,0
0.119023805,0.430071679,0.344505586,0.019203841,0.099819964,0.1198,0.93,0.202868092,0.74,0.78,0,0
0.102620524,0.097182864,0.308987827,0.234846969,0.798759752,0.2952,0.307,0.22757055,0.272,0.7,0.333333333,0
0.077215443,0.389731622,0.207270302,0.587917584,0.334466893,0.4584,0.225,0.305611436,0.596,0.6,1,0
0.593118624,0.015169195,0.409037852,0.962192438,0.377675535,0.4776,0.73,0.42901134,0.532,0.14,1,0
0.189237848,0.898483081,0.195431049,0.103620724,0.708941788,0.5828,0.745,0.465356994,0.528,0.84,0.888888889,0
0.361072214,0.527087848,0.962814741,0.121624325,0.929585917,0.3624,0.472,0.571674215,0.596,0.6,1,1
0.861972394,0.849974996,0.154410539,0.701940388,0.716343269,0.9198,0.947,0.679722182,0.992,0.7,0.222222222,1
0.424284857,0.059843307,0.913623478,0.667333467,0.775955191,0.4958,0.203,0.550051136,0.988,0.78,0.555555556,1
0.915583117,0.227537923,0.428547607,0.25065013,0.75095019,0.4238,0.913,0.402982726,0.98,0.32,1,0
0.49789958,0.259376563,0.377855594,0.813362673,0.321064213,0.0482,0.756,0.294597602,0.548,0.44,0.888888889,0
0.398679736,0.386731122,0.231282308,0.128825765,0.75715143,0.599,0.368,0.346688544,0.32,0.54,0.333333333,0
0.75035007,0.802967161,0.635984659,0.925985197,0.784756951,0.6028,0.807,0.755335529,0.56,0.34,0.222222222,1
0.073014603,0.386564427,0.685676171,0.201040208,0.533506701,0.5832,0.133,0.455084908,0.624,0.26,0.444444444,0
0.089217844,0.204700783,0.467567117,0.081416283,0.536907381,0.8876,0.131,0.427426696,0.312,0.78,0.666666667,0
0.651930386,0.065010835,0.055527764,0.339667934,0.75995199,0.763,0.93,0.376695625,0.632,0.76,0.444444444,0
0.486897379,0.079513252,0.91879273,0.187837568,0.817163433,0.8674,0.095,0.592735365,0.62,0.84,0.333333333,1
0.790358072,0.760126688,0.980656995,0.527105421,0.337267453,0.0594,0.004,0.471852909,0.904,0.7,0,0
0.916183237,0.444907485,0.431048858,0.686937387,0.801760352,0.3182,0.389,0.432540262,0.236,0.32,0.555555556,0
0.388277656,0.726287715,0.613806903,0.49109822,0.814362873,0.3188,0.104,0.487620675,0.696,0.32,0.333333333,0
0.596319264,0.682447075,0.450391863,0.660732146,0.234246849,0.657,0.863,0.586419267,0.452,0.52,0.555555556,1
0.5005001,0.135355893,0.32182758,0.365073015,0.717143429,0.4486,0.923,0.37334652,0.128,0.84,0.555555556,0
0.981596319,0.142857143,0.077205269,0.028005601,0.186637327,0.7774,0.482,0.237303184,0.316,0.34,0.333333333,0
0.830966193,0.755459243,0.456061364,0.974194839,0.093018604,0.3844,0.425,0.498926713,0.056,0.76,0.777777778,0
0.911782356,0.721453576,0.818575955,0.819563913,0.574714943,0.2216,0.539,0.600197799,0.32,0.3,0.333333333,1
0.25425085,0.378063011,0.016841754,0.073414683,0.908781756,0.291,0.226,0.160565976,0.068,0.34,0.444444444,0
0.772554511,0.077512919,0.582291146,0.449289858,0.035407081,0.1824,0.298,0.227019859,0.924,0.76,0.444444444,0
0.265253051,0.012168695,0.88110722,0.635127025,0.826765353,0.1978,0.101,0.41779521,0.1,0.68,0.111111111,0
0.208641728,0.288214702,0.217442054,0.190638128,0.5065013,0.2168,0.446,0.18425696,0.816,0.2,0.777777778,0
0.944188838,0.009168195,0.183258296,0.578115623,0.860972194,0.016,0.612,0.172388991,0.908,0.82,0.777777778,0
0.019203841,0.23003834,0.772552943,0.533706741,0.843568714,0.716,0.93,0.67795772,0.468,0.78,1,1
0.965393079,0.419569928,0.255127564,0.208241648,0.875375075,0.3996,0.739,0.362501264,0.052,0.8,0.777777778,0
0.149029806,0.121353559,0.191929298,0.141228246,0.768953791,0.0226,0.723,0.128727003,0.596,0.48,0,0
0.819363873,0.104350725,0.378022345,0.75915183,0.843168634,0.37,0.308,0.370975174,0.236,0.32,0.666666667,0
0.275855171,0.896649442,0.392529598,0.322664533,0.176035207,0.9054,0.888,0.633284258,0.176,0.84,0.222222222,1
0.350670134,0.5855976,0.874437219,0.24404881,0.303860772,0.5112,0.947,0.607604041,0.568,0.58,0,1
0.216643329,0.934655776,0.618642655,0.73794759,0.24244849,0.9868,0.932,0.827015363,0.356,0.94,0.444444444,1
0.585517103,0.345890982,0.406036352,0.736147229,0.74254851,0.54,0.039,0.441171512,0.732,0.26,0.333333333,0
0.347869574,0.677279547,0.534433884,0.276455291,0.153630726,0.9628,0.604,0.613863945,0.592,0.98,0.666666667,1
0.657331466,0.204700783,0.954310489,0.872774555,0.182236447,0.2018,0.643,0.511300419,0.828,0.38,0,1
0.015403081,0.618436406,0.113056528,0.688337668,0.879175835,0.29,0.295,0.349340856,0.06,0.38,0,0
0.064212843,0.129688281,0.207603802,0.345869174,0.705941188,0.7,0.992,0.421728723,0.236,0.24,0.777777778,0
0.099419884,0.002000333,0.962814741,0.427485497,0.875575115,0.9868,0.291,0.701131728,0.568,0.96,0.333333333,1
0.418883777,0.931655276,0.957645489,0.726945389,0.139427886,0.8252,0.217,0.792377977,0.88,0.04,0.888888889,1
0.814762953,0.554925821,0.177088544,0.211642328,0.399079816,0.5538,0.484,0.333966442,0.812,0.48,1,0
0.888177636,0.927154526,0.145072536,0.468893779,0.283256651,0.0852,0.323,0.252722553,0.68,0.36,1,0
0.24464893,0.333888981,0.421210605,0.653730746,0.00960192,0.3644,0.924,0.3878668,0.576,0.16,0.444444444,0
0.574314863,0.327887981,0.049524762,0.539507902,0.284656931,0.0864,0.44,0.124928354,0.632,0.72,0.555555556,0
0.768353671,0.400733456,0.654994164,0.608521704,0.379675935,0.3112,0.41,0.438429292,0.212,0.9,0.111111111,0
0.288657732,0.706117686,0.077372019,0.546309262,0.092218444,0.2588,0.626,0.269366929,0.596,0.24,0.222222222,0
0.408881776,0.565927655,0.057862264,0.199239848,0.566513303,0.3886,0.081,0.211746592,0.492,0.5,0.666666667,0
0.523904781,0.925487581,0.485242621,0.410282056,0.383276655,0.8372,0.757,0.67069758,0.384,0.58,0.666666667,1
0.134626925,0.025504251,0.95814574,0.532106421,0.046409282,0.1504,0.768,0.400386608,0.888,0.4,0.555555556,0
0.025805161,0.708284714,0.426880107,0.780156031,0.704140828,0.306,0.474,0.494588611,0.828,0.92,0.333333333,0
0.152630526,0.330388398,0.356511589,0.654130826,0.729345869,0.2612,0.956,0.415097944,0.076,0.46,1,0
0.626725345,0.180196699,0.9983325,0.426685337,0.834566913,0.2962,0.579,0.543926095,0.984,0.98,0.333333333,1
0.073414683,0.510418403,0.532099383,0.974594919,0.485697139,0.3606,0.695,0.541498556,0.228,0.3,0.777777778,1
0.189437888,0.505084181,0.375187594,0.107821564,0.968793759,0.2444,0.924,0.382292451,0.216,0.08,0.888888889,0
0.337667534,0.137022837,0.385859596,0.206841368,0.914182837,0.9426,0.666,0.528405579,0.944,0.58,0.777777778,1
0.077615523,0.201866978,0.194930799,0.341468294,0.551510302,0.4202,0.432,0.256689781,0.444,0.82,0.777777778,0
0.191438288,0.408234706,0.512256128,0.228645729,0.445089018,0.1142,0.025,0.225480169,0.804,0.38,0.444444444,0
0.911182236,0.408901484,0.43888611,0.625525105,0.0030006,0.4676,0.728,0.41626676,0.288,0.18,0.111111111,0
0.019003801,0.317552925,0.270802068,0.039607922,0.711142228,0.1844,0.965,0.253115904,0.872,0.74,1,0
0.653330666,0.148524754,0.16041354,0.177435487,0.565113023,0.2162,0.47,0.143640634,0.832,0.28,0.111111111,0
0.384276855,0.004334056,0.311155578,0.293458692,0.937787558,0.285,0.34,0.235291473,0.52,0.76,0.111111111,0
0.672534507,0.970328388,0.508754377,0.683536707,0.594318864,0.1248,0.519,0.490520235,0.704,0.26,0.555555556,0
0.588517704,0.943657276,0.058195765,0.875975195,0.9929986,0.7212,0.728,0.635093674,0.964,0.56,1,1
0.223244649,0.483747291,0.153576788,0.798559712,0.853970794,0.792,0.001,0.487710583,0.452,0.88,0.444444444,0
0.847169434,0.995165861,0.947973987,0.182036407,0.953790758,0.3942,0.887,0.73161083,0.496,0.2,0.333333333,1
0.49189838,0.673778963,0.542938136,0.565513103,0.327665533,0.689,0.886,0.623675249,0.724,0.82,0.333333333,1
0.822564513,0.068844807,0.063365016,0.030006001,0.149429886,0.389,0.541,0.089504265,0.388,0.26,0.777777778,0
0.405881176,0.117686281,0.693346673,0.310662132,0.796959392,0.164,0.122,0.308791962,0.96,0.66,1,0
0.984596919,0.916319387,0.061697515,0.806161232,0.786357271,0.3972,0.672,0.480225671,0.04,0.24,0.111111111,0
0.770354071,0.630105018,0.739036185,0.456691338,0.211442288,0.557,0.138,0.520954382,0.404,0.12,0.444444444,1
0.965993199,0.843307218,0.750208438,0.150030006,0.764952991,0.041,0.508,0.445959159,0.712,0.66,0.666666667,0
0.514302861,0.898483081,0.651158913,0.438687738,0.582116423,0.6544,0.094,0.6121332,0.428,0.6,0.666666667,1
0.473494699,0.448074679,0.732366183,0.198039608,0.109621924,0.7426,0.589,0.540116207,0.26,0.4,0.777777778,1
0.75535107,0.048508085,0.087877272,0.393278656,0.50190038,0.86,0.318,0.328223513,0.412,0.04,0.222222222,0
0.880176035,0.188364727,0.727030182,0.48789758,0.931386277,0.1028,0.831,0.438463008,0.88,0.48,0.111111111,0
0.964192839,0.066511085,0.136568284,0.349669934,0.5065013,0,0.8,0.105654143,0.548,0.14,0.777777778,0
0.324464893,0.188698116,0.339503085,0.937187437,0.788757752,0.0732,0.998,0.376425898,0.336,0.36,0.888888889,0
0.798759752,0.410568428,0.942971486,0.562712543,0.029005801,0.9242,0.258,0.679935715,0.672,0.58,0,1
0.210442088,0.118186364,0.502918126,0.842968594,0.728145629,0.7656,0.062,0.522797514,0.612,0.94,0.888888889,1
0.545509102,0.166694449,0.967817242,0.76095219,0.946989398,0.8354,0.443,0.766394318,0.56,0.52,0.777777778,1
0.179635927,0.445907651,0.088877772,0.661332266,0.49969994,0.517,0.083,0.311815147,0.392,0.2,0.666666667,0
0.347269454,0.340223371,0.477572119,0.49689938,0.337867574,0.5268,0.178,0.389507637,0.072,0.94,0.777777778,0
0.931386277,0.467744624,0.062197766,0.00220044,0.646729346,0.2986,0.597,0.196799245,0.62,0.02,0.222222222,0
0.145829166,0.429238206,0.630315158,0.613522705,0.916383277,0.8428,0.592,0.696714955,0.42,0.64,0.111111111,1
0.632326465,0.644607435,0.07853927,0.356071214,0.176835367,0.8298,0.043,0.361759516,0.428,0.26,0.333333333,0
0.592918584,0.937322887,0.175254294,0.117823565,0.403680736,0.3922,0.443,0.336304072,0.236,0.76,0.666666667,0
0.120624125,0.107851309,0.258796065,0.444688938,0.156231246,0.3292,0.53,0.212510817,0.248,0.34,0.111111111,0
0.325865173,0.099349892,0.748874437,0.735747149,0.49669934,0.7384,0.268,0.571775363,0.788,0.42,0.666666667,1
0.562912583,0.852975496,0.163915291,0.961792358,0.540508102,0.0262,0.872,0.397857922,0.48,0.78,0.666666667,0
0.187037407,0.506417736,0.846923462,0.374274855,0.944388878,0.86,0.161,0.705503546,0.108,0.9,1,1
0.800560112,0.766461077,0.131732533,0.542908582,0.412682537,0.4462,0.254,0.356702143,0.044,0.18,0.888888889,0
0.972194439,0.215535923,0.035017509,0.851370274,0.567113423,0.4414,0.157,0.269501793,0.224,0.3,0.222222222,0
0.214642929,0.828971495,0.395030849,0.334066813,0.885377075,0.669,0.117,0.535710673,0.488,0,0.888888889,1
0.186837367,0.923987331,0.979823245,0.142228446,0.321464293,0.6458,0.879,0.734117039,0.616,0.86,0.666666667,1
0.454890978,0.635605934,0.110221778,0.281856371,0.674334867,0.266,0.278,0.250328729,0.144,0.94,0.777777778,0
0.74774955,0.105850975,0.101550775,0.899379876,0.75735147,0.9432,0.723,0.532001933,0.432,0.28,0.222222222,1
0.281456291,0.89548258,0.751375688,0.159431886,0.330666133,0.9864,0.428,0.719450657,0.072,0.38,0.444444444,1
0.019603921,0.792632105,0.312156078,0.329265853,0.164432887,0.526,0.636,0.428730375,0.036,0.42,0.666666667,0
0.541108222,0.750958493,0.717525429,0.464692939,0.50310062,0.5614,0.928,0.662538352,0.864,0.4,0.777777778,1
0.956591318,0.036672779,0.1999333,0.847369474,0.356871374,0.5544,0.845,0.380022252,0.66,0.4,0.555555556,0
0.391078216,0.799133189,0.460063365,0.937987598,0.266453291,0.4858,0.069,0.516672473,0.78,0.48,0.555555556,1
0.420084017,0.138023004,0.265299316,0.425885177,0.973594719,0.9452,0.845,0.552568584,0.18,0.16,0.444444444,1
0.968993799,0.222370395,0.451559113,0.932186437,0.50230046,0.2448,0.452,0.384461502,0.324,0.06,0.333333333,0
0.694538908,0.577262877,0.769384692,0.161432286,0.856571314,0.108,0.35,0.415659875,0.444,0.72,0.666666667,0
0.719143829,0.265044174,0.762214441,0.156831366,0.195439088,0.9296,0.672,0.588228683,0.66,0.84,1,1
0.562712543,0.661443574,0.515924629,0.949389878,0.939587918,0.213,0.95,0.592240866,0.536,0.82,0.444444444,1
0.974594919,0.60810135,0.928630982,0.50970194,0.794558912,0.7492,0.094,0.714707965,0.552,0.62,0.777777778,1
0.688737748,0.108184697,0.263798566,0.186037207,0.808761752,0.2038,0.768,0.2284584,0.156,0.96,0,0
0.894978996,0.656109352,0.24028681,0.48809762,0.389877976,0.9602,0.204,0.526843412,0.476,0,0.777777778,1
0.699339868,0.924154026,0.613973653,0.783356671,0.485697139,0.7912,0.38,0.73031839,0.824,0.32,0.444444444,1
0.735147029,0.161193532,0.621477405,0.827165433,0.593518704,0.9188,0.874,0.696568853,0.508,0.32,0.333333333,1
0.290258052,0.597099517,0.046356512,0.864172835,0.789957992,0.951,0.546,0.593229863,0.2,0.34,0.555555556,1
0.303260652,0.341890315,0.607970652,0.569713943,0.849169834,0.0844,0.067,0.341878421,0.412,0.8,0.666666667,0
0.782956591,0.459743291,0.374520594,0.867173435,0.078015603,0.4334,0.508,0.417761494,0.756,0.36,0.222222222,0
0.296659332,0.287047841,0.747707187,0.51010202,0.904180836,0.6482,0.79,0.645354522,0.136,0.52,0.333333333,1
0.562712543,0.354225704,0.808404202,0.607121424,0.937587518,0.8024,0.529,0.722159161,0.58,0.62,0.666666667,1
0.24924985,0.02883814,0.552276138,0.75895179,0.592918584,0.2414,0.167,0.327065937,0.964,0.84,0.666666667,0
0.816963393,0.981663611,0.00150075,0.425485097,0.186837367,0.9146,0.445,0.49056519,0.38,0.62,0.222222222,0
0.110422084,0.62493749,0.636484909,0.073614723,0.818563713,0.221,0.924,0.464053316,0.044,0.38,0.888888889,0
0.829365873,0.500750125,0.749041187,0.350270054,0.548709742,0.8662,0.658,0.680812327,0.632,0.7,0.222222222,1
0.602720544,0.383730622,0.248957812,0.624124825,0.817363473,0.5128,0.73,0.453904854,0.048,0.52,0.777777778,0
0.186837367,0.539423237,0.464732366,0.192438488,0.814962993,0.5154,0.786,0.492250981,0.192,0.52,0.777777778,0
0.541908382,0.380230038,0.965982991,0.148429686,0.086817363,0.374,0.091,0.413951607,0.048,0.34,0.222222222,0
0.282256451,0.359893316,0.298149075,0.293058612,0.607121424,0.1036,0.582,0.231638926,0.172,0,0.666666667,0
0.323264653,0.464077346,0.223111556,0.032206441,0.483296659,0.347,0.376,0.2284584,0.856,0.36,0.222222222,0
0.351470294,0.276046008,0.210772053,0.74354871,0.946389278,0.4268,0.139,0.358466604,0.736,0.3,0.111111111,0
0.063212643,0.180030005,0.55894614,0.25885177,0.296659332,0.479,0.203,0.326470291,0.34,0.1,0.666666667,0
0.985997199,0.55675946,0.950141738,0.124224845,0.206041208,0.739,0.781,0.65424426,0.896,0.2,0.777777778,1
0.031406281,0.842973829,0.608804402,0.699339868,0.897179436,0.352,0.161,0.571539352,0.664,0.98,0.888888889,1
0.662332466,0.15285881,0.303318326,0.843168634,0.148829766,0.4066,0.312,0.304543769,0.448,0.28,0,0
0.371074215,0.032672112,0.63865266,0.019803961,0.686737347,0.906,0.285,0.480248148,0.068,0.52,0.888888889,0
0.645929186,0.246874479,0.624979156,0.233646729,0.300060012,0.7526,0.049,0.433315726,0.732,0.54,0.111111111,0
0.356071214,0.979829972,0.597131899,0.945389078,0.567913583,0.0228,0.462,0.522595219,0.376,0.56,0.222222222,1
0.673734747,0.828971495,0.15941304,0.385277055,0.616323265,0.812,0.766,0.555861495,0.304,0.04,0.777777778,1
0.729145829,0.595932655,0.634650659,0.938787758,0.417483497,0.99,0.022,0.716225177,0.288,0.78,0.111111111,1
0.690538108,0.929321554,0.430215108,0.274254851,0.975195039,0.9398,0.113,0.658728464,0.008,0.74,0.666666667,1
0.113822765,0.445407568,0.018509255,0.218043609,0.131826365,0.836,0.72,0.351094078,0.744,0.98,0.777777778,0
0.656731346,0.98349725,0.539936635,0.214242849,0.391478296,0.6292,0.594,0.580294227,0.144,0.18,1,1
0.279855971,0.29638273,0.989661497,0.085217043,0.430486097,0.2782,0.715,0.470762764,0.52,0.56,0.444444444,0
0.028605721,0.240373396,0.349674837,0.896579316,0.631126225,0.6544,0.23,0.47539307,0.016,0.8,0.222222222,0
0.414682937,0.638106351,0.965816241,0.979995999,0.407281456,0.6956,0.804,0.830780296,0.628,0.12,0.888888889,1
0.433486697,0.378229705,0.096048024,0.954790958,0.097019404,0.2816,0.48,0.27000753,0.368,0.78,0.777777778,0
0.467093419,0.62643774,0.732699683,0.852170434,0.947589518,0.2554,0.61,0.618808932,0.632,0.26,0.222222222,1
0.704740948,0.305050842,0.114223779,0.846969394,0.416083217,0.397,0.092,0.274311916,0.088,0.28,0.777777778,0
0.308661732,0.618103017,0.273470068,0.661132226,0.342668534,0.6412,0.205,0.4467571,0.268,0.94,0.222222222,0
0.315063013,0.275712619,0.570952143,0.826365273,0.446889378,0.293,0.773,0.463749874,0.112,0.32,0.555555556,0
0.060412082,0.051008501,0.592963148,0.208441688,0.216643329,0.5556,0.224,0.322536778,0.648,0.58,0,0
0.686737347,0.91231872,0.775387694,0.388077616,0.100220044,0.8992,0.093,0.676541656,0.108,0.44,0.333333333,1
0.567713543,0.883313886,0.615474404,0.640928186,0.148629726,0.2952,0.597,0.517841288,0.616,0.08,0.777777778,1
0.349269854,0.970995166,0.593796898,0.874974995,0.166633327,0.966,0.548,0.790399982,0.136,0.96,0.555555556,1
0.705141028,0.716619437,0.912622978,0.660532106,0.197639528,0.4734,0.608,0.654390362,0.944,0.22,0.444444444,1
